***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------------------------------------
Eco dos dados para a Evaporacao das usinas hidroeletricas.                      
----------------------------------------------------------
--------------------------------------------------------------------------------------------
IPER;          Indice do periodo                                                                                                                                                                        
USIH;          Numero de cadastro da usina hidroeletrica                                                                                                                                                
NomeUsih;      Nome de cadastro da usina hidroeletrica                                                                                                                                                  
Vol. Ref.;     Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                 
Evap. Ref.;    Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                            
Cfevap;        Coeficiente de evaporacao mensal (cadastro)                                                                                                                                              
Flag Evap;     Flag para considerar a evaporacao.                                                                                                                                                       
Evap. Linear;  Flag para considerar o modelo linear para a evaporacao.                                                                                                                                  
Tip. Vol. Ref; Flag do tipo de volume de referencia: 0 - inicial; 1 - util medio.                                                                                                                       
--------------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
IPER ;USIH ;   NomeUsih   ; Vol. Ref. ;Evap. Ref. ; Cfevap ; Flag Evap ;Evap. Linear; Tip. Vol. Ref ;
  -  ;  -  ;      -       ;    HM3    ;    HM3    ;(mm/mes);     -     ;      -     ;       -       ;
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
   2 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.28  ;    15  ;     1     ;     1      ;     1         ;
   2 ; 155 ; RETIRO BAIXO ;   221.15  ;    -0.30  ;   -14  ;     1     ;     1      ;     1         ;
   2 ; 156 ; TRES MARIAS  ; 11889.00  ;    -1.44  ;    -2  ;     1     ;     1      ;     1         ;
   2 ; 162 ; QUEIMADO     ;   326.12  ;     0.14  ;     4  ;     1     ;     1      ;     1         ;
   2 ; 195 ; JAURU        ;    16.92  ;     0.02  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 196 ; GUAPORE      ;    22.46  ;     0.02  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 203 ; CORUMBA III  ;   840.50  ;     0.72  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 227 ; SINOP        ;  2041.80  ;    10.74  ;    21  ;     1     ;     1      ;     1         ;
   2 ; 228 ; COLIDER      ;  1495.39  ;     0.82  ;     6  ;     1     ;     1      ;     1         ;
   2 ; 229 ; TELES PIRES  ;   961.11  ;     4.87  ;    35  ;     1     ;     1      ;     1         ;
   2 ; 230 ; SAO MANOEL   ;   566.12  ;     3.25  ;    52  ;     1     ;     1      ;     1         ;
   2 ; 241 ; SLT VERDINHO ;   392.58  ;     0.51  ;    14  ;     1     ;     1      ;     1         ;
   2 ; 249 ; OURINHOS     ;    20.86  ;     0.10  ;    22  ;     1     ;     1      ;     1         ;
   2 ; 251 ; SERRA MESA   ; 32775.00  ;     9.52  ;     8  ;     1     ;     1      ;     1         ;
   2 ; 252 ; CANA BRAVA   ;  2237.79  ;     1.11  ;     8  ;     1     ;     1      ;     1         ;
   2 ; 253 ; SAO SALVADOR ;   936.28  ;     0.73  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     1.59  ;     6  ;     1     ;     1      ;     1         ;
   2 ; 261 ; LAJEADO      ;  5003.06  ;     4.38  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 262 ; SALTO        ;   820.42  ;     0.48  ;     8  ;     1     ;     1      ;     1         ;
   2 ; 276 ; RONDON II    ;   335.23  ;     0.24  ;     4  ;     1     ;     1      ;     1         ;
   2 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.21  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 285 ; JIRAU        ;  2746.70  ;   -20.81  ;   -67  ;     1     ;     1      ;     1         ;
   2 ; 287 ; STO ANTONIO  ;  2282.80  ;   -19.60  ;   -67  ;     1     ;     1      ;     1         ;
   2 ; 290 ; ESPORA       ;   140.00  ;     0.13  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.01  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    10  ;     1     ;     1      ;     1         ;
   2 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    18  ;     1     ;     1      ;     1         ;
   2 ; 311 ; CACU         ;   211.60  ;     0.08  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 312 ; B. COQUEIROS ;   321.43  ;     0.18  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
   2 ; 319 ; FICT.MAUA    ;  1805.00  ;    -0.68  ;    -9  ;     1     ;     1      ;     1         ;
   2 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.31  ;    14  ;     1     ;     1      ;     1         ;
   2 ; 118 ; BILLINGS     ;   566.82  ;     1.02  ;    12  ;     1     ;     1      ;     1         ;
   2 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
   2 ; 120 ; JAGUARI      ;   839.50  ;    -0.67  ;   -16  ;     1     ;     1      ;     1         ;
   2 ; 121 ; PARAIBUNA    ;  3414.00  ;    -2.25  ;   -16  ;     1     ;     1      ;     1         ;
   2 ; 122 ; SANTA BRANCA ;   285.00  ;    -0.29  ;   -15  ;     1     ;     1      ;     1         ;
   2 ; 123 ; FUNIL        ;   585.50  ;    -1.00  ;   -34  ;     1     ;     1      ;     1         ;
   2 ; 124 ; LAJES        ;   222.68  ;    -1.20  ;   -40  ;     1     ;     1      ;     1         ;
   2 ; 126 ; PICADA       ;     6.85  ;    -0.03  ;   -19  ;     1     ;     1      ;     1         ;
   2 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;   -32  ;     1     ;     1      ;     1         ;
   2 ; 129 ; SIMPLICIO    ;    13.45  ;    -0.33  ;   -29  ;     1     ;     1      ;     1         ;
   2 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.08  ;    20  ;     1     ;     1      ;     1         ;
   2 ; 133 ; P. PASSOS    ;    16.26  ;    -0.03  ;   -29  ;     1     ;     1      ;     1         ;
   2 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.05  ;     6  ;     1     ;     1      ;     1         ;
   2 ; 134 ; SALTO GRANDE ;    67.86  ;    -0.06  ;   -10  ;     1     ;     1      ;     1         ;
   2 ; 135 ; P. ESTRELA   ;    72.50  ;    -0.03  ;    -8  ;     1     ;     1      ;     1         ;
   2 ; 139 ; CANDONGA     ;    29.75  ;    -0.04  ;   -15  ;     1     ;     1      ;     1         ;
   2 ; 143 ; AIMORES      ;   179.25  ;    -0.58  ;   -18  ;     1     ;     1      ;     1         ;
   2 ; 144 ; MASCARENHAS  ;    21.68  ;    -0.16  ;   -42  ;     1     ;     1      ;     1         ;
   2 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    20  ;     1     ;     1      ;     1         ;
   2 ; 192 ; GUILMAN-AMOR ;    11.33  ;    -0.02  ;   -20  ;     1     ;     1      ;     1         ;
   2 ; 193 ; SA CARVALHO  ;     1.53  ;    -0.01  ;   -13  ;     1     ;     1      ;     1         ;
   2 ; 217 ; ROSAL        ;    17.19  ;     0.00  ;     1  ;     1     ;     1      ;     1         ;
   2 ; 279 ; SAMUEL       ;  2218.33  ;     5.30  ;    13  ;     1     ;     1      ;     1         ;
   2 ; 148 ; IRAPE        ;  4115.93  ;     0.30  ;     3  ;     1     ;     1      ;     1         ;
   2 ; 283 ; STA CLARA MG ;   148.40  ;    -0.06  ;    -8  ;     1     ;     1      ;     1         ;
   2 ; 001 ; CAMARGOS     ;   456.00  ;     0.11  ;     2  ;     1     ;     1      ;     1         ;
   2 ; 002 ; ITUTINGA     ;    10.64  ;     0.01  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 006 ; FURNAS       ; 14341.50  ;     2.10  ;     2  ;     1     ;     1      ;     1         ;
   2 ; 007 ; M. DE MORAES ;  2790.00  ;     0.41  ;     2  ;     1     ;     1      ;     1         ;
   2 ; 008 ; ESTREITO     ;  1331.40  ;     0.23  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 009 ; JAGUARA      ;   418.20  ;     0.10  ;     3  ;     1     ;     1      ;     1         ;
   2 ; 010 ; IGARAPAVA    ;   234.83  ;     0.26  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 011 ; VOLTA GRANDE ;  2200.40  ;     1.41  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 012 ; P. COLOMBIA  ;  1420.84  ;     1.15  ;     8  ;     1     ;     1      ;     1         ;
   2 ; 014 ; CACONDE      ;   303.00  ;     0.23  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.01  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.03  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 017 ; MARIMBONDO   ;  3520.00  ;     3.36  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 018 ; A. VERMELHA  ;  8440.50  ;     8.42  ;    16  ;     1     ;     1      ;     1         ;
   2 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    27.63  ;    25  ;     1     ;     1      ;     1         ;
   2 ; 024 ; EMBORCACAO   ; 11197.00  ;     0.64  ;     2  ;     1     ;     1      ;     1         ;
   2 ; 025 ; NOVA PONTE   ;  7602.00  ;     2.08  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 026 ; MIRANDA      ;  1047.00  ;     0.19  ;     4  ;     1     ;     1      ;     1         ;
   2 ; 030 ; CORUMBA I    ;   985.00  ;     0.04  ;     1  ;     1     ;     1      ;     1         ;
   2 ; 031 ; ITUMBIARA    ; 10800.00  ;     0.54  ;     1  ;     1     ;     1      ;     1         ;
   2 ; 032 ; CACH.DOURADA ;   464.97  ;     0.35  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 033 ; SAO SIMAO    ;  9770.00  ;     5.87  ;    11  ;     1     ;     1      ;     1         ;
   2 ; 037 ; BARRA BONITA ;  1852.00  ;     3.93  ;    17  ;     1     ;     1      ;     1         ;
   2 ; 038 ; A.S. LIMA    ;   525.23  ;     1.00  ;    16  ;     1     ;     1      ;     1         ;
   2 ; 039 ; IBITINGA     ;   962.68  ;     1.84  ;    16  ;     1     ;     1      ;     1         ;
   2 ; 040 ; PROMISSAO    ;  6344.00  ;     8.93  ;    18  ;     1     ;     1      ;     1         ;
   2 ; 042 ; NAVANHANDAVA ;  2666.00  ;     4.24  ;    20  ;     1     ;     1      ;     1         ;
   2 ; 043 ; TRES IRMAOS  ; 11647.50  ;    17.33  ;    25  ;     1     ;     1      ;     1         ;
   2 ; 045 ; JUPIA        ;  3249.13  ;     8.83  ;    27  ;     1     ;     1      ;     1         ;
   2 ; 046 ; P. PRIMAVERA ; 16138.51  ;    35.94  ;    18  ;     1     ;     1      ;     1         ;
   2 ; 278 ; MANSO        ;  5861.50  ;     9.26  ;    28  ;     1     ;     1      ;     1         ;
   2 ; 047 ; A.A. LAYDNER ;  5425.50  ;     9.30  ;    24  ;     1     ;     1      ;     1         ;
   2 ; 049 ; CHAVANTES    ;  7274.50  ;     6.65  ;    19  ;     1     ;     1      ;     1         ;
   2 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.25  ;    22  ;     1     ;     1      ;     1         ;
   2 ; 051 ; CANOAS II    ;   144.69  ;     0.52  ;    22  ;     1     ;     1      ;     1         ;
   2 ; 052 ; CANOAS I     ;   205.82  ;     0.64  ;    22  ;     1     ;     1      ;     1         ;
   2 ; 061 ; CAPIVARA     ;  7678.00  ;     9.09  ;    20  ;     1     ;     1      ;     1         ;
   2 ; 062 ; TAQUARUCU    ;   649.62  ;     1.57  ;    21  ;     1     ;     1      ;     1         ;
   2 ; 063 ; ROSANA       ;  1847.58  ;     3.92  ;    18  ;     1     ;     1      ;     1         ;
   2 ; 057 ; MAUA         ;  1805.00  ;    -0.68  ;    -9  ;     1     ;     1      ;     1         ;
   2 ; 071 ; STA CLARA PR ;   300.00  ;     0.35  ;    23  ;     1     ;     1      ;     1         ;
   2 ; 072 ; FUNDAO       ;    34.48  ;     0.05  ;    28  ;     1     ;     1      ;     1         ;
   2 ; 074 ; G.B. MUNHOZ  ;  3876.50  ;     2.02  ;    21  ;     1     ;     1      ;     1         ;
   2 ; 083 ; BAIXO IGUACU ;   201.24  ;    -0.31  ;   -10  ;     1     ;     1      ;     1         ;
   2 ; 086 ; BARRA GRANDE ;  3808.12  ;    -2.81  ;   -38  ;     1     ;     1      ;     1         ;
   2 ; 088 ; SAO ROQUE    ;   566.19  ;     0.79  ;    23  ;     1     ;     1      ;     1         ;
   2 ; 089 ; GARIBALDI    ;   264.00  ;    -0.94  ;   -38  ;     1     ;     1      ;     1         ;
   2 ; 090 ; CAMPOS NOVOS ;  1398.50  ;    -1.19  ;   -38  ;     1     ;     1      ;     1         ;
   2 ; 091 ; MACHADINHO   ;  2811.50  ;     1.70  ;    24  ;     1     ;     1      ;     1         ;
   2 ; 092 ; ITA          ;  4924.26  ;    -5.22  ;   -37  ;     1     ;     1      ;     1         ;
   2 ; 093 ; PASSO FUNDO  ;   887.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
   2 ; 094 ; MONJOLINHO   ;   147.29  ;    -0.21  ;   -40  ;     1     ;     1      ;     1         ;
   2 ; 095 ; QUEBRA QUEIX ;   124.00  ;     0.15  ;    32  ;     1     ;     1      ;     1         ;
   2 ; 101 ; SAO JOSE     ;   178.85  ;     0.49  ;    21  ;     1     ;     1      ;     1         ;
   2 ; 102 ; PASSO S JOAO ;    95.99  ;    -0.04  ;    -2  ;     1     ;     1      ;     1         ;
   2 ; 103 ; FOZ CHAPECO  ;  1466.16  ;    -3.41  ;   -43  ;     1     ;     1      ;     1         ;
   2 ; 097 ; CASTRO ALVES ;    92.46  ;    -0.18  ;   -43  ;     1     ;     1      ;     1         ;
   2 ; 098 ; MONTE CLARO  ;    11.35  ;     0.03  ;    24  ;     1     ;     1      ;     1         ;
   2 ; 099 ; 14 DE JULHO  ;    55.42  ;     0.13  ;    25  ;     1     ;     1      ;     1         ;
   2 ; 110 ; ERNESTINA    ;   140.00  ;     0.25  ;     9  ;     1     ;     1      ;     1         ;
   2 ; 111 ; PASSO REAL   ;  1967.50  ;    -6.24  ;   -41  ;     1     ;     1      ;     1         ;
   2 ; 112 ; JACUI        ;    19.60  ;     0.10  ;    21  ;     1     ;     1      ;     1         ;
   2 ; 113 ; ITAUBA       ;   594.90  ;    -0.75  ;   -44  ;     1     ;     1      ;     1         ;
   2 ; 114 ; D. FRANCISCA ;   320.41  ;    -0.91  ;   -48  ;     1     ;     1      ;     1         ;
   2 ; 115 ; G.P. SOUZA   ;   101.00  ;     0.12  ;    16  ;     1     ;     1      ;     1         ;
   2 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    14  ;     1     ;     1      ;     1         ;
   2 ; 073 ; JORDAO       ;    97.50  ;     0.03  ;    28  ;     1     ;     1      ;     1         ;
   2 ; 076 ; SEGREDO      ;  2756.00  ;     2.01  ;    26  ;     1     ;     1      ;     1         ;
   2 ; 077 ; SLT.SANTIAGO ;  4718.50  ;     4.56  ;    27  ;     1     ;     1      ;     1         ;
   2 ; 078 ; SALTO OSORIO ;  1090.90  ;     1.51  ;    27  ;     1     ;     1      ;     1         ;
   2 ; 082 ; SALTO CAXIAS ;  3472.49  ;     3.68  ;    26  ;     1     ;     1      ;     1         ;
   2 ; 169 ; SOBRADINHO   ; 19781.50  ;   303.67  ;   109  ;     1     ;     1      ;     1         ;
   2 ; 172 ; ITAPARICA    ;  9008.00  ;    63.08  ;    88  ;     1     ;     1      ;     1         ;
   2 ; 176 ; COMP PAF-MOX ;  1212.00  ;    18.74  ;    88  ;     1     ;     1      ;     1         ;
   2 ; 178 ; XINGO        ;  3773.00  ;     5.28  ;    88  ;     1     ;     1      ;     1         ;
   2 ; 294 ; FICT.QUEIMAD ;   326.12  ;     0.14  ;     4  ;     1     ;     1      ;     1         ;
   2 ; 295 ; FICT.TRES MA ; 11889.00  ;    -1.44  ;    -2  ;     1     ;     1      ;     1         ;
   2 ; 308 ; FICT.RETIRO  ;   221.15  ;    -0.30  ;   -14  ;     1     ;     1      ;     1         ;
   2 ; 154 ; ITAPEBI      ;  1613.07  ;    -1.54  ;   -25  ;     1     ;     1      ;     1         ;
   2 ; 298 ; FICT.IRAPE   ;  4115.93  ;     0.30  ;     3  ;     1     ;     1      ;     1         ;
   2 ; 189 ; P. CAVALO    ;  2663.00  ;    -1.56  ;   -14  ;     1     ;     1      ;     1         ;
   2 ; 190 ; B. ESPERANCA ;  4129.00  ;    19.31  ;    60  ;     1     ;     1      ;     1         ;
   2 ; 204 ; CACH.CALDEIR ;   225.34  ;     1.78  ;    38  ;     1     ;     1      ;     1         ;
   2 ; 267 ; ESTREITO TOC ;  4944.50  ;     2.95  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 275 ; TUCURUI      ; 30784.00  ;    10.45  ;     5  ;     1     ;     1      ;     1         ;
   2 ; 277 ; BALBINA      ; 14859.06  ;    65.74  ;    31  ;     1     ;     1      ;     1         ;
   2 ; 280 ; COARACY NUNE ;   135.38  ;     1.13  ;    49  ;     1     ;     1      ;     1         ;
   2 ; 284 ; FERREIRA GOM ;   123.31  ;     0.70  ;    42  ;     1     ;     1      ;     1         ;
   2 ; 286 ; STO ANT JARI ;   133.09  ;     1.30  ;    41  ;     1     ;     1      ;     1         ;
   2 ; 291 ; FICT.SERRA M ; 23043.75  ;     6.88  ;     8  ;     1     ;     1      ;     1         ;
   2 ; 292 ; FICT.CANA BR ;  2237.79  ;     1.11  ;     8  ;     1     ;     1      ;     1         ;
   2 ; 302 ; FICT.LAJEADO ;  5003.06  ;     4.38  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 303 ; FICT.PEIXE A ;  2476.85  ;     1.59  ;     6  ;     1     ;     1      ;     1         ;
   2 ; 306 ; FICT.SAO SAL ;   936.28  ;     0.73  ;     7  ;     1     ;     1      ;     1         ;
   2 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
   2 ; 272 ; CURUA-UNA    ;   367.50  ;     0.72  ;    10  ;     1     ;     1      ;     1         ;
   2 ; 288 ; BELO MONTE   ;  2276.29  ;     6.20  ;    17  ;     1     ;     1      ;     1         ;
   3 ; 004 ; FUNIL-GRANDE ;   265.86  ;     1.17  ;    31  ;     1     ;     1      ;     1         ;
   3 ; 020 ; BATALHA      ;  1105.83  ;     2.35  ;    23  ;     1     ;     1      ;     1         ;
   3 ; 021 ; SERRA FACAO  ;  3475.50  ;     3.14  ;    20  ;     1     ;     1      ;     1         ;
   3 ; 027 ; CAPIM BRANC1 ;   234.70  ;     0.56  ;    18  ;     1     ;     1      ;     1         ;
   3 ; 028 ; CAPIM BRANC2 ;   867.55  ;     0.98  ;    18  ;     1     ;     1      ;     1         ;
   3 ; 029 ; CORUMBA IV   ;  3322.30  ;     2.90  ;    19  ;     1     ;     1      ;     1         ;
   3 ; 048 ; PIRAJU       ;   105.42  ;     0.56  ;    44  ;     1     ;     1      ;     1         ;
   3 ; 066 ; ITAIPU       ; 27914.01  ;    66.22  ;    51  ;     1     ;     1      ;     1         ;
   3 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
   3 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
   3 ; 141 ; BAGUARI      ;    32.46  ;     0.47  ;    37  ;     1     ;     1      ;     1         ;
   3 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.47  ;    25  ;     1     ;     1      ;     1         ;
   3 ; 155 ; RETIRO BAIXO ;   221.15  ;     0.19  ;     9  ;     1     ;     1      ;     1         ;
   3 ; 156 ; TRES MARIAS  ; 11889.00  ;    20.10  ;    28  ;     1     ;     1      ;     1         ;
   3 ; 162 ; QUEIMADO     ;   326.12  ;     0.71  ;    21  ;     1     ;     1      ;     1         ;
   3 ; 195 ; JAURU        ;    16.92  ;     0.06  ;    27  ;     1     ;     1      ;     1         ;
   3 ; 196 ; GUAPORE      ;    22.46  ;     0.07  ;    16  ;     1     ;     1      ;     1         ;
   3 ; 203 ; CORUMBA III  ;   840.50  ;     1.24  ;    19  ;     1     ;     1      ;     1         ;
   3 ; 227 ; SINOP        ;  2041.80  ;    12.78  ;    25  ;     1     ;     1      ;     1         ;
   3 ; 228 ; COLIDER      ;  1495.39  ;     1.50  ;    11  ;     1     ;     1      ;     1         ;
   3 ; 229 ; TELES PIRES  ;   961.11  ;     6.12  ;    44  ;     1     ;     1      ;     1         ;
   3 ; 230 ; SAO MANOEL   ;   566.12  ;     4.44  ;    71  ;     1     ;     1      ;     1         ;
   3 ; 241 ; SLT VERDINHO ;   392.58  ;     0.99  ;    27  ;     1     ;     1      ;     1         ;
   3 ; 249 ; OURINHOS     ;    20.86  ;     0.18  ;    42  ;     1     ;     1      ;     1         ;
   3 ; 251 ; SERRA MESA   ; 32775.00  ;    19.04  ;    16  ;     1     ;     1      ;     1         ;
   3 ; 252 ; CANA BRAVA   ;  2237.79  ;     2.50  ;    18  ;     1     ;     1      ;     1         ;
   3 ; 253 ; SAO SALVADOR ;   936.28  ;     1.56  ;    15  ;     1     ;     1      ;     1         ;
   3 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     2.91  ;    11  ;     1     ;     1      ;     1         ;
   3 ; 261 ; LAJEADO      ;  5003.06  ;     5.63  ;     9  ;     1     ;     1      ;     1         ;
   3 ; 262 ; SALTO        ;   820.42  ;     1.39  ;    23  ;     1     ;     1      ;     1         ;
   3 ; 276 ; RONDON II    ;   335.23  ;     0.42  ;     7  ;     1     ;     1      ;     1         ;
   3 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.38  ;    20  ;     1     ;     1      ;     1         ;
   3 ; 285 ; JIRAU        ;  2746.70  ;   -28.89  ;   -93  ;     1     ;     1      ;     1         ;
   3 ; 287 ; STO ANTONIO  ;  2282.80  ;   -27.21  ;   -93  ;     1     ;     1      ;     1         ;
   3 ; 290 ; ESPORA       ;   140.00  ;     0.61  ;    24  ;     1     ;     1      ;     1         ;
   3 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.03  ;    14  ;     1     ;     1      ;     1         ;
   3 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    14  ;     1     ;     1      ;     1         ;
   3 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    19  ;     1     ;     1      ;     1         ;
   3 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    18  ;     1     ;     1      ;     1         ;
   3 ; 311 ; CACU         ;   211.60  ;     0.33  ;    21  ;     1     ;     1      ;     1         ;
   3 ; 312 ; B. COQUEIROS ;   321.43  ;     0.58  ;    22  ;     1     ;     1      ;     1         ;
   3 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.02  ;     3  ;     1     ;     1      ;     1         ;
   3 ; 319 ; FICT.MAUA    ;  1805.00  ;     0.98  ;    13  ;     1     ;     1      ;     1         ;
   3 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.76  ;    34  ;     1     ;     1      ;     1         ;
   3 ; 118 ; BILLINGS     ;   566.82  ;     2.96  ;    35  ;     1     ;     1      ;     1         ;
   3 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
   3 ; 120 ; JAGUARI      ;   839.50  ;     0.04  ;     1  ;     1     ;     1      ;     1         ;
   3 ; 121 ; PARAIBUNA    ;  3414.00  ;     0.28  ;     2  ;     1     ;     1      ;     1         ;
   3 ; 122 ; SANTA BRANCA ;   285.00  ;     0.25  ;    13  ;     1     ;     1      ;     1         ;
   3 ; 123 ; FUNIL        ;   585.50  ;    -0.32  ;   -11  ;     1     ;     1      ;     1         ;
   3 ; 124 ; LAJES        ;   222.68  ;    -0.12  ;    -4  ;     1     ;     1      ;     1         ;
   3 ; 126 ; PICADA       ;     6.85  ;     0.00  ;     3  ;     1     ;     1      ;     1         ;
   3 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;    -3  ;     1     ;     1      ;     1         ;
   3 ; 129 ; SIMPLICIO    ;    13.45  ;    -0.08  ;    -7  ;     1     ;     1      ;     1         ;
   3 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.14  ;    36  ;     1     ;     1      ;     1         ;
   3 ; 133 ; P. PASSOS    ;    16.26  ;    -0.01  ;   -10  ;     1     ;     1      ;     1         ;
   3 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.27  ;    31  ;     1     ;     1      ;     1         ;
   3 ; 134 ; SALTO GRANDE ;    67.86  ;     0.06  ;    11  ;     1     ;     1      ;     1         ;
   3 ; 135 ; P. ESTRELA   ;    72.50  ;     0.05  ;    14  ;     1     ;     1      ;     1         ;
   3 ; 139 ; CANDONGA     ;    29.75  ;     0.02  ;     6  ;     1     ;     1      ;     1         ;
   3 ; 143 ; AIMORES      ;   179.25  ;     0.77  ;    24  ;     1     ;     1      ;     1         ;
   3 ; 144 ; MASCARENHAS  ;    21.68  ;    -0.03  ;    -7  ;     1     ;     1      ;     1         ;
   3 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    49  ;     1     ;     1      ;     1         ;
   3 ; 192 ; GUILMAN-AMOR ;    11.33  ;     0.00  ;     4  ;     1     ;     1      ;     1         ;
   3 ; 193 ; SA CARVALHO  ;     1.53  ;     0.00  ;    10  ;     1     ;     1      ;     1         ;
   3 ; 217 ; ROSAL        ;    17.19  ;     0.06  ;    43  ;     1     ;     1      ;     1         ;
   3 ; 279 ; SAMUEL       ;  2218.33  ;     3.26  ;     8  ;     1     ;     1      ;     1         ;
   3 ; 148 ; IRAPE        ;  4115.93  ;     2.91  ;    29  ;     1     ;     1      ;     1         ;
   3 ; 283 ; STA CLARA MG ;   148.40  ;     0.23  ;    30  ;     1     ;     1      ;     1         ;
   3 ; 001 ; CAMARGOS     ;   456.00  ;     1.56  ;    29  ;     1     ;     1      ;     1         ;
   3 ; 002 ; ITUTINGA     ;    10.64  ;     0.05  ;    31  ;     1     ;     1      ;     1         ;
   3 ; 006 ; FURNAS       ; 14341.50  ;    26.19  ;    25  ;     1     ;     1      ;     1         ;
   3 ; 007 ; M. DE MORAES ;  2790.00  ;     3.88  ;    19  ;     1     ;     1      ;     1         ;
   3 ; 008 ; ESTREITO     ;  1331.40  ;     0.84  ;    18  ;     1     ;     1      ;     1         ;
   3 ; 009 ; JAGUARA      ;   418.20  ;     0.68  ;    20  ;     1     ;     1      ;     1         ;
   3 ; 010 ; IGARAPAVA    ;   234.83  ;     1.25  ;    24  ;     1     ;     1      ;     1         ;
   3 ; 011 ; VOLTA GRANDE ;  2200.40  ;     4.84  ;    24  ;     1     ;     1      ;     1         ;
   3 ; 012 ; P. COLOMBIA  ;  1420.84  ;     3.89  ;    27  ;     1     ;     1      ;     1         ;
   3 ; 014 ; CACONDE      ;   303.00  ;     0.72  ;    35  ;     1     ;     1      ;     1         ;
   3 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.03  ;    25  ;     1     ;     1      ;     1         ;
